dia,materia,assunto,num,fonte,enunciado,A,B,C,D,E,gabarito,imagens
26,MATEMÁTICA,MATEMÁTICA COMERCIAL,3,ENEM 2022 -- MAT,"Em janeiro de 2013, foram declaradas 1 794 272 admissões e 1 765 372
desligamentos no Brasil, ou seja, foram criadas 28 900 vagas de emprego,
segundo dados do Cadastro Geral de Empregados e Desempregados (Caged),
divulgados pelo Ministério do Trabalho e Emprego (MTE). Segundo o Caged,
o número de vagas criadas em janeiro de 2013 sofreu uma queda de 75%,
quando comparado com o mesmo período de 2012.

Disponível em: http:/fportal.mte.gov.br. Acesso em: 23 fev. 2013
(adaptado).

 

De acordo com as informações dadas, o número de vagas criadas em janeiro
de 2012 foi",16 514,86 700,115 600.,441 343.,448 568.,C,
26,MATEMÁTICA,MATEMÁTICA COMERCIAL,4,ENEM 2021 -- MAT,"Um atleta produz sua própria refeição com custo fixo de R\$ 10,00. Ela é
composta por 400 g de frango, 600 g de batata-doce e uma hortaliça.
Atualmente, os preços dos produtos para essa refeição são:

   

Em relação a esses preços, haverá um aumento de 50% no preço do
quilograma de batata-doce, e os outros preços não serão alterados. O
atleta deseja manter o custo da refeição, a quantidade de batata-doce e
a hortaliça.

Portanto, terá que reduzir a quantidade de frango.

 

Qual deve ser a redução percentual da quantidade de frango para que o
atleta alcance seu objetivo?","12,5","28,0","30,0","50,0","70,0",C,
26,MATEMÁTICA,MATEMÁTICA COMERCIAL,5,ENEM 2021 PPL -- MAT,"Um professor tem uma despesa mensal de 10% do seu salário com transporte
e 30% com alimentação. No próximo mês, os valores desses gastos sofrerão
aumentos de 10% e 20%, respectivamente, mas o seu salário não terá
reajuste. Com esses aumentos, suas despesas com transporte e alimentação
aumentarão em R\$ 252,00.

 

O salário mensal desse professor é de","R\$840,00.","R\$ 1 680,00.","R\$2 100,00.","R\$3 600,00.","R\$5 200,00.",D,
26,MATEMÁTICA,MATEMÁTICA COMERCIAL,6,ENEM 2021 PPL -- MAT,"Um ciclista faz um treino para uma prova, em um circuito oval, cujo
percurso é de 800 m. Nesse treino, realiza 20 voltas. Ele divide seu
treino em 3 etapas. Na primeira etapa, inicializa seu cronômetro e
realiza as cinco primeiras voltas com velocidade média de 4 m/s. Na
segunda etapa, faz mais cinco voltas, mas com velocidade média 25% maior
que a da etapa anterior. Na última etapa, finaliza o treino mantendo a
velocidade média da primeira etapa.

 

Ao final do treino, o cronômetro estará marcando, em",2 600.,2 800.,3 000.,3 800.,4 000.,D,
26,MATEMÁTICA,MATEMÁTICA COMERCIAL,7,ENEM 2021 DIG -- MAT,"Em um estudo realizado pelo IBGE em quatro estados e no Distrito
Federal, com mais de 5 mil pessoas com 10 anos ou mais, observou-se que
a leitura ocupa, em média, apenas seis minutos do dia de cada pessoa. Na
faixa de idade de 10 a 24 anos, a média diária é de três minutos. No
entanto, no grupo de idades entre 24 e 60 anos, o tempo médio diário
dedicado à leitura é de 5 minutos. Entre os mais velhos, com 60 anos ou
mais, a média é de 12 minutos.

    A quantidade de pessoas entrevistadas de cada faixa de idade seguiu
a distribuição percentual descrita no quadro.

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia26_image8.webp)

Os valores de *x* e *y* do quadro são, respectivamente, iguais a",10 e 80.,10 e 90.,20 e 60.,20 e 80.,25 e 50.,C,dia26_image8.webp
26,MATEMÁTICA,MATEMÁTICA COMERCIAL,8,ENEM 2020 DIG -- MAT,"Uma editora pretende fazer uma reimpressão de um de seus livros. A
direção da editora sabe que o gasto com papel representa 60% do custo de
reimpressão, e que as despesas coma gráfica representam os 40%
restantes. Dentro da programação da editora, no momento em que ela
realizar a reimpressão, o preço do papel e os custos com a gráfica terão
sofrido reajustes de 25,9% e 32,5%, respectivamente. O custo para a
reimpressão de cada livro, nos preços atuais, é de R\$ 100,00.

Qual será o custo, em real, para a reimpressão de cada livro com os
reajustes estimados de custo de papel e despesas com a gráfica?","128,54","129,20","129,86","158,40","166,82",A,
26,LINGUAGENS,ELEMENTOS BÁSICOS DAS ARTES PLÁSTICAS,1,ENEM 2013 PPL -- POR,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia26_image16.webp)

A revolução estética brasiliense empurrou os designers de móveis dos
anos 1950 e início dos 60 para o novo. Induzidos a abandonar o gosto
rebuscado pelo colonial, a trocar Ouro Preto por Brasília, eles criaram
um mobiliário contemporâneo que ainda hoje vemos nas lojas e nas salas
de espera de consultórios e escritórios. Colada no uso de madeiras
nobres, como o jacarandá e a peroba, e em materiais de revestimento como
o couro e a palhinha, desenvolveu-se uma tendência feita de linhas retas
e curvas suaves, nos moldes da capital no Cerrado.

Disponível em: http://veja.abril.com.br. Acesso em: 29 jul. 2010
(adaptado).

**A reportagem e a fotografia apresentam os móveis elaborados pelo
artista Sérgio Rodrigues, com um estilo que norteou o pensamento de uma
geração, desafiando a arte a**",evidenciar um novo conceito estético por meio de formas e texturas inovadoras.,adaptar os móveis de Brasília aos modelos das escolas europeias do início do século XX.,elaborar a decoração dos palácios da nova capital do Brasil com conceitos de linha e perspectiva.,projetar para os palácios e edifícios da nova capital do Brasil a beleza do mobiliário típico de Minas Gerais.,criar o mobiliário para a capital do país com base no luxo e na riqueza dos edifícios públicos brasileiros.,A,dia26_image16.webp
26,LINGUAGENS,ELEMENTOS BÁSICOS DAS ARTES PLÁSTICAS,2,ENEM 2017 -- POR,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia26_image6.webp)

A instalação Dengo transformou a sala do MAM-SP em um ambiente singular,
explorando como principal característica artística a",participação do público na interação lúdica com a obra.,distribuição de obstáculos no espaço da exposição.,representação simbólica de objetos oníricos.,interpretação subjetiva da lei da gravidade.,valorização de técnicas de artesanato.,A,dia26_image6.webp
26,LINGUAGENS,ELEMENTOS BÁSICOS DAS ARTES PLÁSTICAS,3,ENEM 2018 PPL -- POR,"**TEXTO I**

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia26_image17.webp)

**TEXTO II**

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia26_image7.webp)

**TEXTO III**

A arte pode estar, às vezes, muito mais preparada do que a ciência para
captar o devir e a fluidez do mundo, pois o artista não quer manipular,
mas sim ""habitar"" as coisas. O famoso artista francês Rodin, no seu
livro *L'Art* (A Arte, 1911), comenta que a técnica de fotografia em
série, mostrando todos os momentos do galope de um cavalo em diversos
quadros, apesar de seu grande realismo, não é capaz de capturar o
movimento. O corpo do animal é fotografado em diferentes posições, mas
ele não parece estar galopando: ""na imagem científica \[fotográfica\], o
tempo é suspenso bruscamente"".

Para Rodin, um pintor é capaz, em única cena, de nos transmitir a
experiência de ver um cavalo de corrida, e isso porque ele representa o
animal em um movimento ambíguo, em que os membros traseiros e dianteiros
parecem estar em instantes diferentes. Rodin diz que essa exposição
talvez seja logicamente inconcebível, mas é paradoxalmente muito mais
adequada à maneira como o movimento se dá: ""o artista é verdadeiro e a
fotografia mentirosa, pois na realidade o tempo não para"".

FEITOSA, C. Explicando a filosofia com arte. Rio de Janeiro: Ediouro,
2004.

Observando-se as imagens (Textos I e II), o paradoxo apontado por Rodin
(Texto III) procede e cria uma maneira original de perceber a relação
entre a arte e a técnica, porque o(a)",fotografia é realista na captação da sensação do movimento.,pintura explora os sentimentos do artista e não tem um caráter científico.,fotógrafo faz um estudo sobre os movimentos e consegue captar a essência da sua representação.,"pintor representa de forma equivocada as patas dos cavalos, confundindo nossa noção de realidade.",pintura inverte a lógica comumente aceita de que a fotografia faz um registro objetivo e fidedigno da realidade.,E,dia26_image17.webp;dia26_image7.webp
26,LINGUAGENS,ELEMENTOS BÁSICOS DAS ARTES PLÁSTICAS,4,ENEM 2011 -- POR,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia26_image14.webp)

O grafite contemporâneo, considerado em alguns momentos como uma arte
marginal, tem sido comparado às pinturas murais de várias épocas e às
escritas pré-históricas. Observando as imagens apresentadas, é possível
reconhecer elementos comuns entre os tipos de pinturas murais, tais como","a preferência por tintas naturais, em razão de seu efeito estético.","a inovação na técnica de pintura, rompendo com modelos estabelecidos.",o registro do pensamento e das crenças das sociedades em várias épocas.,a repetição dos temas e a restrição de uso pelas classes dominantes.,o uso exclusivista da arte para atender aos interesses da elite.,C,dia26_image14.webp
26,LINGUAGENS,ELEMENTOS BÁSICOS DAS ARTES PLÁSTICAS,5,ENEM 2010 PPL -- POR,"Não é raro ouvirmos falar que o Brasil é o país das danças ou um país
dançante. Essa nossa \""fama\"" é bem pertinente, se levarmos em
consideração a diversidade de manifestações rítmicas e expressivas
existentes de Norte a Sul. Sem contar a imensa repercussão de nível
internacional de algumas delas.

Danças trazidas pelos africanos escravizados, danças relativas aos mais
diversos rituais, danças trazidas pelos imigrantes etc. Algumas
preservam suas características e pouco se transformaram com o passar do
tempo, como o forró, o maxixe, o xote, o frevo. Outras foram criadas e
são recriadas a cada instante: inúmeras influências são incorporadas, e
as danças transformam--se, multiplicamse. Nos centros urbanos, existem
danças como o funk, o hip hop, as danças de rua e de salão.

É preciso deixar claro que não há jeito certo ou errado de dançar. Todos
podem dançar, independentemente de biótipo, etnia ou habilidade,
respeitando--se as diferenciações de ritmos e estilos individuais.

GASPARI, T. C. Dança e educação física na escola: implicações para a
prática pedagógica. Rio de Janeiro: Guanabara Koogan, 2008 (adaptado)

Com base no texto, verifica-se que a dança, presente em todas as épocas,
espaços geográficos e culturais, é uma","prática corporal que conserva inalteradas suas formas, independentemente das influências culturais da sociedade.",forma de expressão corporal baseada em gestos padronizados e realizada por quem tem habilidade para dançar.,"manifestação rítmica e expressiva voltada para as apresentações artísticas, sem que haja preocupação com a linguagem corporal.",prática que traduz os costumes de determinado povo ou região e está restrita a este.,"representação das manifestações, expressões, comunicações e características culturais de um povo.",E,
26,LINGUAGENS,ELEMENTOS BÁSICOS DAS ARTES PLÁSTICAS,6,ENEM 2017 -- POR,"E venham, então, os alegres incendiários de dedos carbonizados! Vamos!
Ateiem fogo às estantes das bibliotecas! Desviem o curso dos canais para
inundar os museus! Empunhem as picaretas, os machados, os martelos e
deitem abaixo sem piedade as cidades veneradas!

MARINETTI, F. T. Manifesto futurista. Disponível em: www.sibila.com.br.
Acesso em: 2 ago. 2012 (adaptado).

 

Que princípio marcante do Futurismo e comum a várias correntes
artísticas e culturais das primeiras três décadas do século XX está
destacado no texto?",A tradição é uma força incontornável.,A arte é expressão da memória coletiva.,A modernidade é a superação decisiva da história.,A realidade cultural é determinada economicamente.,A memória é um elemento crucial da identidade cultural.,C,
26,LINGUAGENS,ELEMENTOS BÁSICOS DAS ARTES PLÁSTICAS,7,ENEM 2011 PPL -- POR,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia26_image13.webp)

Cada região do país, por meio de suas danças populares, expressa sua
cultura, que envolve aspectos sociais, econômicos, históricos, entre
outros. As danças provocam a associação entre música e ritmo e o
desenvolvimento de maior sensibilidade dos órgãos sensoriais. A
ampliação da intensidade da audição aumenta a concentração,
possibilitando o processo de transformação do ritmo musical em movimento
espontâneo. Como exemplo de danças, tem-se o carimbó, na região Norte, e
as danças gaúchas, na região Sul.\
\
Nesse contexto, as danças populares permitem a descontração, o
desenvolvimento e o descanso por serem atividades lúdicas que","promovem a interação, o conhecimento de diferentes ritmos e permitem minimizar o estresse da vida diária.","reduzem a participação, promovem competições em festivais e o conhecimento de outros ritmos.","impedem a socialização de todos, reduzindo a expressividade, por exigir habilidades corporais e espontaneidade.","permitem o desligamento dos elementos históricos, relacionando-as com os movimentos políticos e sociais.","reduzem a expressão corporal e as experiências, por utilizarem símbolos de outras culturas.",A,dia26_image13.webp
26,LINGUAGENS,ELEMENTOS BÁSICOS DAS ARTES PLÁSTICAS,8,ENEM 2011 PPL -- POR,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia26_image5.webp)

Fernand Léger, artista francês envolvido com o movimento cubista, tinha
como princípio transformar imagens em figuras geométricas, especialmente
cones, esferas e cilindros.

A obra apresentada mostra o homem em uma alusão à Revolução Industrial e
ao pós I Guerra Mundial e explora","as formas retilíneas e mecanizadas, sem valorização da questão espacial.","as formas delicadas e sutis, para humanizar o operário da indústria têxtil.","a força da máquina na vida do trabalhador pelo jogo de formas, luz/sombra.",os recursos oriundos de um mesmo plano visual para dar sentido a sua proposta.,"a forma robótica dada aos operários, privilegiando os aspectos triangulares.",C,dia26_image5.webp
26,QUÍMICA,SOLUÇÕES,1,ENEM 2022 PPL -- QUI,"As figuras mostram dois experimentos. No primeiro, foram colocados em um
frasco e agitados com uma colher volumes iguais de mel, água, óleo e
álcool etílico. Após alguns minutos, podia-se verificar que o sistema
tinha duas fases (1). No segundo experimento, foram colocados,
lentamente e sem agitação, os mesmos volumes de mel, água, óleo e álcool
etílico. Pôde-se observar que, dependendo da ordem de adição de cada
componente, o sistema permaneceu com quatro fases (2).

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia26_image9.webp)

As propriedades de líquidos e soluções que justificam os resultados
obtidos nos experimentos 1 e 2 são",solubilidade e densidade.,densidade e viscosidade..,viscosidade e solubilidade.,miscibilidade e viscosidade.,solubilidade e miscibilidade.,A,dia26_image9.webp
26,QUÍMICA,SOLUÇÕES,2,UFU 2020 -- QUI,"A designação de ""produtos químicos"" geralmente é associada às
substâncias manuseadas em laboratórios químicos científicos. No entanto,
há uma grande variedade de produtos químicos que são utilizados
rotineiramente nas atividades domésticas de limpeza tais como: sabão,
detergente, água sanitária, desinfetante e álcool. Esses produtos devem
ser, responsavelmente, utilizados para se evitarem danos à saúde e ao
ambiente.

    Assinale a alternativa que apresenta a classificação química e a
correta função do produto de limpeza, indicado no texto.",Detergentes são formados por misturas de compostos orgânicos capazes de emulsionar óleos.,Sabões possuem longas moléculas orgânicas formadas unicamente por uma parte apolar.,Água sanitária é utilizada como desinfetante composto por cloreto de sódio em solução.,Álcool de uso doméstico tem efeito bactericida e longas cadeias carbônicas pouco voláteis,,A,
26,QUÍMICA,SOLUÇÕES,3,FAMERP 2017 -- QUI,"A mistura conhecida como soro fisiológico é um exemplo de \_\_\_\_\_\_,
na qual o\_\_\_\_\_\_é a água e o\_\_\_\_\_\_é o\_\_\_\_\_\_de sódio.

 

As lacunas do texto são, correta e respectivamente, preenchidas por:",solução -- solvente -- soluto -- cloreto.,solução -- solvente -- soluto -- bicarbonato.,solução -- soluto -- solvente -- cloreto.,suspensão -- solvente -- soluto -- bicarbonato.,suspensão -- soluto -- solvente -- cloreto.,A,
26,QUÍMICA,SOLUÇÕES,4,ENEM 2017 PPL -- QUI,"Alguns profissionais burlam a fiscalização quando adicionam quantidades
controladas de solução aquosa de hidróxido de sódio a tambores de leite
de validade vencida. Assim que o teor de acidez, em termos de ácido
lático, encontra-se na faixa permitida pela legislação, o leite
adulterado passa a ser comercializado. A reação entre o hidróxido de
sódio e o ácido lático pode ser representada pela equação química:

 

CH~3~CH(OH)COOH (aq) + NaOH (aq) → CH~3~CH(OH)COONa (aq) + H~2~O (l)

 

A consequência dessa adulteração e o(a)",aumento do pH do leite.,diluição significativa do leite.,precipitação do lactato de sódio.,diminuição da concentração de sais.,aumento da concentração dos íons H+.,A,
26,QUÍMICA,SOLUÇÕES,5,ENEM 2021 -- GEO,"O descarte do óleo de cozinha na rede de esgotos gera diversos problemas
ambientais. Pode-se destacar a contaminação dos cursos-d\'água, que tem
como uma das consequências a formação de uma película de óleo na
superfície, causando danos à fauna aquática, por dificultar as trocas
gasosas, além de diminuir a penetração dos raios solares no curso
hídrico.

 

Qual das propriedades dos óleos vegetais está relacionada aos problemas
ambientais citados?",Alta miscibilidade em água,Alta reatividade com a água.,Baixa densidade em relação à água,Baixa viscosidade em relação à água.,Alto ponto de ebulição em relação à água.,B,
26,QUÍMICA,SOLUÇÕES,6,UNESP 2022 -- QUI,"A tabela mostra valores de solubilidades em água, expressas em g de
soluto por 100 g de solvente, em duas temperaturas, de dois compostos
iônicos empregados como fertilizantes agrícolas.

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia26_image12.webp)

Uma mistura foi preparada pela dissolução de 400 g de sulfato de amônio
e 400 g de cloreto de potássio em 1 kg de água à temperatura de 80 ºC,
originando uma mistura homogênea límpida e insaturada.

 

Ao ser resfriada à temperatura ambiente de 25 ºC, observou-se que a
mistura resultante",continuou homogênea e insaturada.,"continuou homogênea, porém saturada.","passou a ser heterogênea, com corpo de fundo formado apenas por KC ℓ.","passou a ser heterogênea, com corpo de fundo formado apenas por (NH4 )~2~SO~4~ .","passou a ser heterogênea, com corpo de fundo formado por KCℓ e (NH~4~)~2~SO~4 ~.",C,dia26_image12.webp
26,QUÍMICA,SOLUÇÕES,7,UNICAMP 2021 -- QUI,"O aumento dos casos da Covid-19 provocou a escassez de álcool etílico em
gel no comércio, o que fez a população buscar outros tipos de álcool
para se prevenir. No entanto, as opções de álcool disponíveis não eram
eficazes. O recomendado é o álcool 70° INPM (% massa/massa). As opções
de álcool disponíveis comercialmente à época da escassez aparecem na
tabela abaixo.

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia26_image15.webp)

Para produzir álcool 70° INPM a partir dos outros tipos disponíveis
comercialmente, uma opção possível seria misturar","álcool para limpeza com álcool hidratado, utilizando maior quantidade de álcool para limpeza.","álcool combustível com o álcool absoluto, utilizando maior quantidade de álcool combustível.","álcool absoluto com álcool hidratado, utilizando maior quantidade de álcool absoluto.","álcool para limpeza com álcool hidratado, utilizando maior quantidade de álcool hidratado.",,D,dia26_image15.webp
26,QUÍMICA,SOLUÇÕES,8,ENEM 2021 PPL -- QUI,"Os compostos iônicos CaCO~3~ e NaCl têm solubilidades muito diferentes
em água. Enquanto o carbonato de cálcio, principal constituinte do
mármore, é praticamente insolúvel em água, o sal de cozinha é muito
solúvel. A solubilidade de qualquer sal é o resultado do balanço entre a
energia mde rede (energia necessária para separar completamente os íons
do sólido cristalino) e a energia envolvida na hidratação dos íons
dispersos em  solução.

 

Em relação à energia de rede, a menor solubilidade do primeiro composto
é explicada pelo fato de ele apresentar maior",atração entre seus íons.,densidade do sólido iônico.,energia de ionização do cálcio.,eletronegatividade dos átomos.,polarizabilidade do íon carbonato.,A,
27,LINGUAGENS,AMBIGUIDADE E POLISSEMIA,1,ENEM 2016 PPL -- POR,"**A carreira nas alturas**

 

  A água está no joelho dos profissionais do mercado. As fragilidades na
formação em Língua Portuguesa têm alimentado um campo de reciclagem em
Português nas escolas de idiomas e nos cursos de graduação para pessoas
oriundas do mundo dos negócios. O que antes era restrito a profissionais
de várias áreas. Para eles, a Língua Portuguesa começa a ser assimilada
como uma ferrementa para o desempenho estável. Sem ela, o conhecimento
técnico fica restrito à própria pessoa, que não sabe comunicá-lo.

  \""Embora algumas atuações exijam uma produção oral ou escrita mais
frequente, como docência e advocacia, muitos profissionais precisam
escrever relatório, carta, comunicado, circular. Na linguagem oral, todo
têm de expressar-se de forma convincente nas reuniões, para ganhar
respeito e credibilidade. Isso vale para todos os cargos da hieraquia
profissional\"" -- explica uma professora de Língua Portuguesa da
Faculdade de Filosofia, Letras e Ciências Humanas da USP.

NATALI, A. Revista Língua, n. 63. jan. 2011 (adaptado).

Nos usos cotidianos da língua, algumas expressões podem assumir
diferentes sentidos. No texto, a expressão \""a água está no joelho\""
remete à",exigência de aprofundamento em conhecimentos técnicos.,demanda por formação profissional de professores e advogados.,procura por escolas de idiomas para o aprendizado de línguas.,melhoria do desempenho profissional nas várias áreas do conhecimento.,necessidade imediata de aperfeiçoamento das habilidades comunicativas.,E,
27,LINGUAGENS,AMBIGUIDADE E POLISSEMIA,2,ENEM 2017 -- POR,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image11.webp)

Na tira, o recurso utilizado para produzir humor é a",transformação da inércia em movimento por meio do balanço.,universalização do enunciador por meio do uso da primeira pessoa do plural.,"polissemia da palavra balanço, ou seja, seus múltiplos sentidos.",pressuposição de que o ócio é melhor que o trabalho.,metaforização da vida como caminho a ser seguido continuamente.,C,dia27_image11.webp
27,LINGUAGENS,AMBIGUIDADE E POLISSEMIA,3,ENEM 2012 PPL -- POR,"Devemos dar apoio emocional específico, trabalhando o sentimento de
culpa que as mães têm de infectar o filho. O principal problema que
vivenciamos é quanto ao aleitamento materno. Além do sentimento muito
forte manifestado pelas gestantes de amamentar seus filhos, existem as
cobranças da família, que exige explicações pela recusa em amamentar,
sem falar nas companheiras na maternidade que estão amamentando. Esses
conflitos constituem nosso maior desafio. Assim, criamos a técnica de
mamadeira. O que é isso? É substituir o seio materno por amor,
oferecendo a mamadeira, e não o peito!

PADOIN, S. M. M. et al. (Org.) Experiências interdisciplinares em Aids:
interfaces de uma epidemia. Santa Maria: UFSM, 2006 (adaptado).

O texto é o relato de uma enfermeira no cuidado de gestantes e mães
soropositivas. Nesse relato, em meio ao drama de mães que não devem
amamentar seus recém-nascidos, observa-se um recurso da língua
portuguesa, presente no uso da palavra ""mamadeirar"", que consiste",na manifestação do preconceito linguístico.,na recorrência a um neologismo.,no registro coloquial da linguagem.,na expressividade da ambiguidade lexical.,na contribuição da justaposição na formação de palavras.,B,
27,LINGUAGENS,AMBIGUIDADE E POLISSEMIA,4,ENEM 2011 -- POR,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image15.webp)

Conflitos de interação ajudam a promover o efeito de humor. No cartum, o
recurso empregado para promover esse efeito é a","intertextualidade, sugerida pelos traços identificadores do homem urbano e do homem rural.","ambiguidade, produzida pela interpretação da fala do locutor a partir da variedade do interlocutor.","conotação, atribuidora de sentidos figurados a palavras relativas às ações e aos seres.","negação enfática, elaborada para reforçar o lamento do interlocutor pela perda da estrada.","pergunta retórica, usada pelo motorista para estabelecer interação com o homem do campo.",B,dia27_image15.webp
27,LINGUAGENS,AMBIGUIDADE E POLISSEMIA,5,ENEM 2011 -- POR,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image19.webp)

O humor da tira decorre da reação de uma das cobras com relação ao uso
de pronome pessoal reto, em vez de pronome oblíquo. De acordo com a
norma padrão da língua, esse uso é inadequado, pois",contraria o uso previsto para o registro oral da língua.,contraria a marcação das funções sintáticas de sujeito e objeto.,gera inadequação na concordância com o verbo.,gera a ambiguidade na leitura do texto.,apresenta dupla marcação de sujeito.,B,dia27_image19.webp
27,LINGUAGENS,AMBIGUIDADE E POLISSEMIA,6,UNESP 2023 -- POR,"Examine a tirinha do cartunista Silva João, publicada em sua conta do
Instagram em 26.09.2019.

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image10.webp)

O efeito de humor da tirinha está centrado na ambiguidade do termo","""inspire"".","""cheguei"".","""bolso"".","""acreditei"".","""sonho"".",A,dia27_image10.webp
27,LINGUAGENS,AMBIGUIDADE E POLISSEMIA,7,ENCEJA 2019 -- POR,"Bálsamo ou veneno? Comida dos deuses ou maldição do diabo? Hábito
natural ou desvio da sociedade moderna? Não há resposta certa ou fácil
quando o assunto são as drogas. As pesquisas de opinião refletem essa
ambiguidade. Quando abordam o tema, em geral mostram que estamos longe
de um consenso. Mas as pesquisas revelam algo mais. Em meio aos números,
nota-se que quase não há indecisos sobre o assunto. Ou seja, não importa
de que lado as pessoas estejam, o fato é que todas elas têm opinião
formada --- e arraigada --- sobre o uso de drogas.

 

Ao mostrar que há duas posições a respeito do tema ""drogas"", o texto tem
como função",denunciar problemas sociais.,problematizar um assunto.,modificar comportamentos.,conscientizar os leitores.,,B,
27,LINGUAGENS,AMBIGUIDADE E POLISSEMIA,8,FGV 2018 -- POR,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image7.webp)

O efeito de humor na tira decorre, entre outros fatores,","do emprego figurado do termo ""magníficos"", para reforçar o entusiasmo do homem diante de sua descoberta.",do fato de o homem expressar seu desconhecimento em relação aos ossos por meio de uma frase interrogativa.,"do fato de o homem empregar a palavra ""animal"" diante da ossada, sem saber se, realmente, ela era parte de algum.","da agressividade do cão, cujo rosnar não é compreendido, embora represente uma ameaça à segurança dos dois homens.","do duplo sentido do verbo ""pertencer"", revelado pela reação do cão ao gesto de apropriação do osso pelo homem.",E,dia27_image7.webp
27,FÍSICA,DINÂMICA,1,UNAERP 2023 -- FÍS,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image12.webp)

Uma tampa de refrigerante na forma de tronco de cone é impulsionada, o
que a faz girar, como mostra a figura. Durante a rotação, o peso pode
ser decomposto em uma força vertical P' e outra Fc, uma força
centrípeta. À medida que rola, ela perde gradualmente velocidade até
parar.

Sua trajetória será",retilínea.,curvilínea.,senoide completa.,cossenoide completa.,,B,dia27_image12.webp
27,FÍSICA,DINÂMICA,2,UNICAMP 2023 -- FÍS,"A pele humana detecta simultaneamente, com uma sensibilidade que
sistemas artificiais não conseguem reproduzir, vibrações, forças
estáticas, textura e escorregamento de objetos sobre sua superfície.
Sensores tácteis que apresentassem respostas análogas à pele humana
seriam muito desejáveis. A figura a seguir ilustra um modelo simples,
utilizado no estudo da resposta da pele humana. Na referida figura,
estão representados o
peso ![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image20.webp) do bloco, a força
normal ![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image8.webp) a força de
atrito ![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image9.webp) aplicada pela superfície da pele no bloco de massa m
e uma força externa ![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image5.webp) aplicada na mola. A constante de mola é
k = 10 N/m, e a massa do bloco é m = 4 g. Na iminência de movimento, a
deformação da mola é ∆x = 3 mm em relação ao seu comprimento de
equilíbrio.![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image6.webp)

 

Qual é o coeficiente de atrito estático entre o bloco e a pele?","8,8 × 10^−7^.","1,1 × 10^−6^.","7,5 × 10^−1^.","1,3 × 10^0^.",,C,dia27_image20.webp;dia27_image8.webp;dia27_image9.webp;dia27_image5.webp;dia27_image6.webp
27,FÍSICA,DINÂMICA,3,UNICAMP 2022 -- FÍS,"***Sempre que necessário aproxime π = 3.***

 

**[USE O TEXTO A SEGUIR PARA RESPONDER À QUESTÃO.]{.underline}**

 

Em 2018, a NASA lançou a sonda *Solar Parker* com o objetivo de estudar
o Sol. Para isso, ao longo de suas órbitas, a sonda se aproximará
gradativamente da estrela, coletando dados a cada passagem. Em abril de
2021, a* Solar Parker* fez sua oitava aproximação, atingindo dois novos
recordes de artefatos realizados pelo homem: maior velocidade e máxima
aproximação do Sol.

A força gravitacional exercida pelo Sol sobre a sonda Solar Parker tem
módulo dado por *F*~Sol~ = *GMm*/r^2^, sendo
G ≃ 6,7 × 10^-11^ N·m^2^/kg^2^ a constante gravitacional
universal, *M *= 2,0 × 10^30 ^kg a massa do Sol, *m* a massa da sonda,
e* r* a distância entre a sonda e o centro do  Sol.

 

Sendo r = × 1,0 10^7^ km (aproximadamente a distância atingida pela
sonda em abril de 2021), qual é o módulo da aceleração gravitacional do
Sol na referida posição?","6,7 × 10^-29^ m/s^2^.","1,34 m/s^2^.","9,8 m/s^2^.","2,0 × 10^10 ^m/s^2^.",,B,
